1	10
1	11
1	14
1	36
1	75
1	83
2	24
2	43
2	77
2	86
3	20
3	28
3	61
3	65
4	21
4	64
4	79
5	8
5	54
5	63
5	87
5	95
5	99
6	8
6	24
6	87
6	95
6	99
7	84
7	85
7	97
8	5
8	6
8	54
8	67
8	95
9	16
9	46
9	72
9	78
9	83
9	91
10	1
10	14
10	36
10	74
11	1
11	14
11	36
11	75
11	87
12	28
12	29
12	58
12	59
12	88
13	32
13	81
13	85
14	1
14	10
14	11
15	19
15	32
15	93
16	9
16	78
16	91
17	25
17	55
17	66
17	76
18	47
18	53
18	76
19	15
19	81
19	85
20	3
20	61
20	65
20	82
20	86
21	4
21	64
21	99
22	73
22	84
22	97
23	34
23	44
23	57
24	2
24	6
24	73
24	79
24	94
25	17
25	42
25	45
26	31
26	52
26	56
27	33
27	49
27	66
27	68
28	3
28	12
28	29
28	59
28	63
28	67
29	12
29	28
29	39
29	67
30	34
30	39
30	55
30	89
31	26
31	48
31	56
32	13
32	15
32	71
32	81
32	85
32	93
33	27
33	49
33	68
33	100
34	23
34	30
34	35
34	39
34	89
35	34
35	39
35	74
36	1
36	10
36	11
36	75
36	78
37	47
37	76
37	92
38	52
38	53
38	60
39	29
39	30
39	34
39	35
39	74
39	89
40	42
40	46
40	96
41	61
41	82
41	90
41	95
42	25
42	40
42	45
43	2
43	77
43	79
43	86
43	91
44	23
44	57
44	64
45	25
45	42
45	80
46	9
46	40
46	96
47	18
47	37
47	50
47	53
47	76
47	92
48	31
48	50
48	100
49	27
49	33
49	68
50	47
50	48
50	100
51	55
51	62
51	65
51	66
52	26
52	38
52	60
53	18
53	38
53	47
53	76
53	92
54	5
54	8
54	95
55	17
55	30
55	51
55	62
55	66
55	98
56	26
56	31
56	98
57	23
57	44
57	61
58	12
58	63
58	67
59	12
59	28
59	63
60	38
60	52
60	97
61	3
61	20
61	41
61	57
61	90
62	51
62	55
62	98
63	5
63	28
63	58
63	59
63	67
64	4
64	21
64	44
65	3
65	20
65	51
65	82
65	90
66	17
66	27
66	51
66	55
66	98
67	8
67	28
67	29
67	58
67	63
68	27
68	33
68	49
69	71
69	88
69	94
70	77
70	79
70	80
70	94
71	32
71	69
71	88
72	9
72	78
72	83
72	91
73	22
73	24
73	77
73	79
74	10
74	35
74	39
75	1
75	11
75	36
76	17
76	18
76	37
76	47
76	53
77	2
77	43
77	70
77	73
78	9
78	16
78	36
78	72
78	83
78	91
79	4
79	24
79	43
79	70
79	73
79	94
80	45
80	70
80	86
80	94
81	13
81	19
81	32
82	20
82	41
82	65
82	96
83	1
83	9
83	72
83	78
83	91
84	7
84	22
84	97
85	7
85	13
85	19
85	32
85	93
86	2
86	20
86	43
86	80
86	94
87	5
87	6
87	11
87	99
88	12
88	69
88	71
89	30
89	34
89	39
90	41
90	61
90	65
91	9
91	16
91	43
91	72
91	78
91	83
92	37
92	47
92	53
93	15
93	32
93	85
94	24
94	69
94	70
94	79
94	80
94	86
95	5
95	6
95	8
95	41
95	54
95	99
96	40
96	46
96	82
97	7
97	22
97	60
97	84
98	55
98	56
98	62
98	66
99	5
99	6
99	21
99	87
99	95
100	33
100	48
100	50
