1	61
1	114
1	186
1	214
2	118
2	146
2	187
2	251
3	23
3	105
3	149
4	8
4	62
4	77
4	110
4	115
4	208
5	55
5	139
5	152
5	203
5	264
6	32
6	105
6	127
6	164
7	119
7	177
7	253
7	286
8	4
8	47
8	128
8	158
8	248
8	274
9	24
9	82
9	160
9	236
10	61
10	132
10	147
11	49
11	194
11	291
12	166
12	213
12	289
13	77
13	126
13	249
14	18
14	124
14	180
14	212
14	237
15	103
15	106
15	240
16	69
16	216
16	217
16	218
17	72
17	86
17	115
17	189
17	249
18	14
18	29
18	41
18	48
18	180
19	162
19	171
19	199
20	45
20	129
20	235
21	46
21	73
21	101
21	145
21	197
22	90
22	107
22	143
23	3
23	42
23	149
24	9
24	82
24	160
24	234
24	236
25	39
25	121
25	295
26	93
26	192
26	278
27	169
27	231
27	244
28	30
28	59
28	70
28	94
28	210
29	18
29	41
29	48
29	50
29	52
30	28
30	70
30	81
30	94
31	102
31	165
31	227
31	261
31	267
32	6
32	53
32	182
32	219
33	37
33	140
33	221
33	285
34	85
34	141
34	261
35	43
35	170
35	284
36	116
36	129
36	208
37	33
37	61
37	103
37	140
37	285
38	125
38	193
38	202
38	229
38	266
39	25
39	89
39	188
39	293
39	295
40	151
40	194
40	250
41	18
41	29
41	50
41	230
41	251
42	23
42	64
42	68
43	35
43	170
43	255
43	284
44	95
44	113
44	124
44	156
44	245
44	293
45	20
45	50
45	235
46	21
46	73
46	155
46	161
46	197
46	279
47	8
47	128
47	158
47	159
47	248
47	274
48	18
48	29
48	50
48	96
48	230
48	294
49	11
49	167
49	291
50	29
50	41
50	45
50	48
50	230
51	101
51	183
51	199
52	29
52	105
52	164
52	228
53	32
53	203
53	219
54	79
54	154
54	179
55	5
55	112
55	203
55	264
55	288
56	159
56	206
56	218
56	221
56	234
56	268
57	104
57	273
57	299
58	118
58	176
58	211
59	28
59	92
59	150
59	187
59	232
59	300
60	81
60	134
60	280
61	1
61	10
61	37
61	140
61	221
61	285
62	4
62	77
62	110
62	125
62	208
63	119
63	217
63	239
63	253
63	286
64	42
64	68
64	143
65	106
65	162
65	171
65	186
65	199
66	93
66	97
66	163
67	115
67	157
67	263
67	273
67	283
68	42
68	64
68	77
69	16
69	196
69	216
69	217
70	28
70	30
70	94
71	73
71	142
71	209
71	287
72	17
72	86
72	115
72	189
72	222
72	296
73	21
73	46
73	71
73	197
74	78
74	91
74	226
74	282
74	300
75	137
75	181
75	220
75	228
75	271
76	90
76	107
76	143
76	174
76	246
77	4
77	13
77	62
77	68
77	110
77	208
78	74
78	91
78	226
78	282
79	54
79	154
79	179
79	234
80	259
80	262
80	270
80	275
81	30
81	60
81	280
82	9
82	24
82	160
83	117
83	196
83	278
84	100
84	136
84	296
85	34
85	148
85	231
85	261
86	17
86	72
86	296
87	144
87	178
87	247
88	94
88	151
88	186
88	214
89	39
89	121
89	167
89	293
89	295
90	22
90	76
90	107
