1	34
1	41
1	145
2	9
2	12
2	19
2	76
3	29
3	68
3	74
4	90
4	124
4	133
5	15
5	81
5	98
5	103
5	146
6	60
6	109
6	123
7	21
7	41
7	58
7	107
7	118
8	91
8	136
8	140
8	141
9	2
9	12
9	19
10	17
10	38
10	52
10	55
10	58
10	117
11	54
11	89
11	109
12	2
12	9
12	19
12	57
12	76
12	99
13	22
13	125
13	139
13	146
14	23
14	53
14	88
14	138
14	144
15	5
15	98
15	103
15	135
16	33
16	54
16	95
16	99
17	10
17	38
17	52
17	107
17	117
17	129
18	50
18	102
18	116
18	120
18	135
19	2
19	9
19	12
19	57
19	75
19	76
20	22
20	43
20	148
21	7
21	41
21	58
21	67
21	71
21	118
22	13
22	20
22	43
22	93
23	14
23	29
23	53
23	138
23	144
24	62
24	94
24	115
24	137
25	108
25	140
25	147
26	93
26	101
26	129
27	52
27	112
27	150
28	36
28	108
28	134
28	137
29	3
29	23
29	68
30	37
30	80
30	111
30	127
30	128
31	77
31	94
31	115
31	137
32	35
32	39
32	45
32	85
33	16
33	54
33	95
33	99
33	121
34	1
34	116
34	145
35	32
35	40
35	49
35	75
35	130
35	143
36	28
36	75
36	84
36	88
37	30
37	80
37	111
38	10
38	17
38	52
38	55
38	117
38	131
39	32
39	85
39	93
39	136
40	35
40	49
40	75
40	99
40	130
40	143
41	1
41	7
41	21
41	58
41	71
41	118
42	69
42	78
42	87
42	92
42	97
42	149
43	20
43	22
43	56
43	60
43	142
43	148
44	47
44	66
44	86
45	32
45	55
45	73
45	85
46	91
46	136
46	141
46	147
47	44
47	81
47	86
48	90
48	104
48	128
49	35
49	40
49	75
49	130
50	18
50	120
50	135
51	70
51	79
51	105
52	10
52	17
52	27
52	38
53	14
53	23
53	144
54	11
54	16
54	33
54	99
54	106
55	10
55	38
55	45
55	117
56	43
56	142
56	148
57	12
57	19
57	76
57	114
58	7
58	10
58	21
58	41
58	118
59	64
59	96
59	114
59	132
60	6
60	43
60	109
61	63
61	68
61	149
62	24
62	110
62	113
62	126
63	61
63	91
63	149
64	59
64	114
64	132
64	142
65	89
65	123
65	131
66	44
66	82
66	122
67	21
67	78
67	79
67	140
67	147
68	3
68	29
68	61
69	42
69	87
69	92
70	51
70	79
70	102
70	105
70	130
71	21
71	41
71	118
72	125
72	139
72	146
73	45
73	85
73	127
74	3
74	82
74	100
75	19
75	35
75	36
75	40
75	49
75	130
76	2
76	12
76	19
76	57
76	98
77	31
77	124
77	133
78	42
78	67
78	83
78	87
78	97
78	148
79	51
79	67
79	70
79	102
79	105
80	30
80	37
80	111
80	127
81	5
81	47
81	98
81	103
82	66
82	74
82	100
82	122
83	78
83	87
83	97
84	36
84	88
84	108
84	134
84	139
85	32
85	39
85	45
85	73
85	104
86	44
86	47
86	117
87	42
87	69
87	78
87	83
87	97
87	141
88	14
88	36
88	84
88	108
88	134
89	11
89	65
89	109
90	4
90	48
90	124
90	133
91	8
91	46
91	63
91	121
91	136
91	141
92	42
92	69
92	134
93	22
93	26
93	39
94	24
94	31
94	115
94	137
95	16
95	33
95	106
96	59
96	114
96	132
97	42
97	78
97	83
97	87
98	5
98	15
98	76
98	81
98	103
99	12
99	16
99	33
99	40
99	54
100	74
100	82
100	122
100	146
101	26
101	122
101	129
102	18
102	70
102	79
103	5
103	15
103	81
103	98
103	106
104	48
104	85
104	128
105	51
105	70
105	79
106	54
106	95
106	103
106	110
107	7
107	17
107	117
108	25
108	28
108	84
108	88
109	6
109	11
109	60
109	89
110	62
110	106
110	126
111	30
111	37
111	80
112	27
112	113
112	150
113	62
113	112
113	126
114	57
114	59
114	64
114	96
114	132
115	24
115	31
115	94
115	146
116	18
116	34
116	120
116	135
117	10
117	17
117	38
117	55
117	86
117	107
118	7
118	21
118	41
118	58
118	71
118	124
119	140
119	145
119	147
120	18
120	50
120	116
120	135
121	33
121	91
121	136
121	141
122	66
122	82
122	100
122	101
123	6
123	65
123	131
124	4
124	77
124	90
124	118
124	133
125	13
125	72
125	139
125	146
126	62
126	110
126	113
127	30
127	73
127	80
128	30
128	48
128	104
129	17
129	26
129	101
130	35
130	40
130	49
130	70
130	75
130	143
131	38
131	65
131	123
132	59
132	64
132	96
132	114
133	4
133	77
133	90
133	124
133	150
134	28
134	84
134	88
134	92
135	15
135	18
135	50
135	116
135	120
136	8
136	39
136	46
136	91
136	121
137	24
137	28
137	31
137	94
138	14
138	23
138	144
139	13
139	72
139	84
139	125
140	8
140	25
140	67
140	119
141	8
141	46
141	87
141	91
141	121
142	43
142	56
142	64
142	148
143	35
143	40
143	130
144	14
144	23
144	53
144	138
145	1
145	34
145	119
146	5
146	13
146	72
146	100
146	115
146	125
147	25
147	46
147	67
147	119
148	20
148	43
148	56
148	78
148	142
149	42
149	61
149	63
150	27
150	112
150	133
